,household_income_feeling,migration_want,planning_to_move12,prepared_to_move,why_no_leave
2416,4,1,0.0,,5 7
2417,4,0,,,
2418,2,1,0.0,,1 3
2419,3,1,0.0,,
2420,4,0,,,
2421,1,0,,,1 7 9
2422,2,1,0.0,,1 3 5
2423,2,1,0.0,,1 2
2424,2,1,0.0,,1 3 4
2425,3,0,,,8
2426,2,1,0.0,,
2427,2,1,0.0,,
2428,3,0,,,
2429,2,0,,,
2430,3,0,,,
2431,2,1,1.0,1.0,1
2432,1,0,,,
2433,3,0,,,
2434,4,1,0.0,,3
2435,3,1,0.0,,
2436,2,0,,,
2437,3,1,1.0,1.0,
2438,2,1,1.0,1.0,
2439,2,1,1.0,1.0,
2440,1,1,1.0,1.0,
2441,2,0,,,
2442,1,1,0.0,,
2443,1,1,1.0,1.0,
2444,1,1,1.0,0.0,1 7
2445,2,1,0.0,,
2446,1,1,1.0,1.0,
2447,1,1,0.0,,
2448,2,1,1.0,1.0,
2449,2,0,,,
2450,2,0,,,
2451,2,1,0.0,,
2452,3,0,,,
2453,3,0,,,
2454,1,0,,,
2455,3,0,,,
2456,2,0,,,
2457,2,0,,,
2458,2,1,0.0,,
2459,4,1,1.0,0.0,
2460,1,1,0.0,,
2461,2,1,0.0,,
2462,2,0,,,
2463,1,1,0.0,,
2464,2,0,,,
2465,3,0,,,
2466,2,0,,,
2467,1,0,,,
2468,2,0,,,
2469,1,0,,,
2470,1,0,,,
2471,2,99,,,
2472,3,0,,,
2473,3,1,0.0,,
2474,3,0,,,
2475,2,1,0.0,,
2476,3,1,0.0,,7 2
2477,2,0,,,
2478,2,0,,,
2479,2,1,0.0,,9
2480,2,1,0.0,,2
2481,3,1,0.0,,2
2482,2,0,,,
2483,2,0,,,
2484,2,1,0.0,,5
2485,2,1,0.0,,2
2486,99,1,0.0,,2
2487,2,0,,,
2488,2,1,0.0,,9
2489,3,1,0.0,,3 4
2490,2,1,1.0,0.0,
2491,2,1,0.0,,
2492,4,1,0.0,,99
2493,3,1,99.0,,99
2494,2,1,0.0,,
2495,3,1,1.0,0.0,
2496,3,1,0.0,,
2497,1,0,,,
2498,2,0,,,
2499,1,1,0.0,,
2500,3,0,,,
2501,3,1,0.0,,
2502,1,0,,,
2503,1,0,,,
2504,1,0,,,
2505,4,1,1.0,0.0,2 3
2506,2,0,,,
2507,1,0,,,
2508,3,1,1.0,0.0,
2509,2,1,0.0,,8 7 9
2510,1,0,,,
2511,2,0,,,
2512,2,1,99.0,,
2513,3,0,,,
2514,2,0,,,
2515,1,0,,,
2516,4,1,0.0,,
2517,3,0,,,
2518,1,1,0.0,,3
2519,1,1,0.0,,
2520,1,1,0.0,,
2521,3,0,,,
2522,2,1,0.0,,1
2523,2,1,0.0,,
2524,2,0,,,
2525,4,0,,,
2526,2,1,0.0,,
2527,2,1,0.0,,
2528,2,0,,,
2529,1,0,,,
2530,2,1,0.0,,3 7
2531,2,1,0.0,,
2532,2,1,0.0,,1 2 3
2533,2,0,,,
2534,2,1,0.0,,
2535,2,0,,,
2536,3,0,,,
2537,2,0,,,
2538,2,0,,,
2539,2,0,,,
2540,3,0,,,
2541,2,0,,,
2542,1,0,,,
2543,2,1,0.0,,6
2544,2,1,0.0,,1 3
2545,1,1,0.0,,
2546,4,0,,,
2547,3,1,0.0,,1 3
2548,3,0,,,
2549,3,1,0.0,,7 4
2550,2,1,0.0,,
2551,2,0,,,
2552,2,0,,,
2553,3,0,,,
2554,2,0,,,1
2555,3,1,1.0,0.0,
2556,2,1,1.0,0.0,
2557,4,1,0.0,,1 3 5
2558,3,1,0.0,,5 3 4
2559,2,1,0.0,,
2560,2,1,0.0,,
2561,2,0,,,
2562,2,0,,,
2563,1,0,,,
2564,2,0,,,
2565,3,0,,,
2566,3,0,,,
2567,2,0,,,
2568,2,0,,,
2569,3,0,,,
2570,3,1,0.0,,
2571,2,0,,,
2572,2,0,,,
2573,2,99,,,
2574,2,1,0.0,,
2575,3,1,1.0,1.0,
2576,2,1,0.0,,9
2577,2,0,,,
2578,4,1,0.0,,
2579,3,0,,,
2580,3,0,,,
2581,1,1,1.0,1.0,
2582,3,1,0.0,,
2583,2,0,,,
2584,2,1,0.0,,
2585,4,1,0.0,,
2586,2,0,,,
2587,2,0,,,
2588,3,0,,,
2589,2,1,0.0,,
2590,2,0,,,
2591,1,0,,,
2592,2,0,,,
2593,2,0,,,
2594,1,0,,,
2595,2,1,0.0,,
2596,3,0,,,
2597,2,0,,,
2598,3,0,,,
2599,1,0,,,
2600,4,1,0.0,,
2601,1,0,,,1 9
2602,1,1,0.0,,
2603,1,1,0.0,,
2604,2,1,0.0,,
2605,4,0,,,
2606,2,0,,,
2607,1,0,,,
2608,2,1,0.0,,1 3
2609,4,0,,,
2610,2,0,,,
2611,1,0,,,
2612,2,1,0.0,,
2613,1,0,,,
2614,2,1,0.0,,
2615,2,0,,,
2616,1,0,,,
2617,2,1,0.0,,9
2618,1,0,,,
2619,2,0,,,
2620,1,1,1.0,1.0,
2621,2,0,,,
2622,4,0,,,
2623,3,0,,,
2624,4,1,0.0,,
2625,1,1,0.0,,3 6 9
2626,3,0,,,
2627,3,0,,,
2628,3,1,0.0,,
2629,3,0,,,
2630,1,0,,,
2631,3,1,0.0,,3
2632,2,0,,,
2633,3,1,0.0,,3 4
2634,3,1,0.0,,
2635,2,1,0.0,,
2636,1,0,,,
2637,1,1,0.0,,1 6 7
2638,1,0,,,
2639,1,1,0.0,,
2640,3,1,0.0,,5 4 7
2641,3,0,,,
2642,2,1,0.0,,
2643,2,1,0.0,,4
2644,2,0,,,
2645,3,0,,,
2646,3,0,,,
2647,2,0,,,
2648,1,0,,,
2649,4,0,,,
2650,3,1,0.0,,
2651,2,0,,,
2652,4,1,0.0,,8
2653,2,0,,,
2654,3,0,,,
2655,2,1,0.0,,
2656,2,1,0.0,,4
2657,4,1,0.0,,
2658,4,0,,,
2659,4,0,,,
2660,2,0,,,5
2661,3,1,0.0,,3 5 7
2662,1,0,,,
2663,1,1,0.0,,
2664,1,1,0.0,,
2665,2,0,,,
2666,2,1,0.0,,
2667,1,99,,,
2668,3,0,,,
2669,2,0,,,
2670,2,1,0.0,,
2671,3,0,,,
2672,2,0,,,
2673,1,0,,,
2674,2,0,,,
2675,2,1,0.0,,
2676,1,0,,,
2677,1,1,0.0,,
2678,3,0,,,
2679,2,0,,,
2680,2,0,,,
2681,2,0,,,
2682,3,0,,,
2683,4,1,1.0,0.0,1
2684,2,0,,,
2685,2,0,,,
2686,2,0,,,
2687,3,1,0.0,,
2688,3,0,,,
2689,1,0,,,
2690,2,99,,,7 8 6
2691,4,0,,,
2692,1,1,0.0,,4 5
2693,3,0,,,
2694,2,1,0.0,,
2695,3,1,0.0,,
2696,1,0,,,
2697,4,1,0.0,,
2698,3,1,0.0,,
2699,3,0,,,
2700,3,0,,,
2701,4,0,,,
2702,1,1,0.0,,7
2703,2,1,0.0,,
2704,2,1,0.0,,
2705,2,1,1.0,1.0,
2706,2,0,,,
2707,2,1,0.0,,
2708,2,1,99.0,,6
2709,1,0,,,
2710,1,0,,,
2711,1,0,,,
2712,1,0,,,1 2 8
2713,3,1,1.0,1.0,
2714,2,0,,,
2715,2,0,,,
2716,2,0,,,
2717,2,0,,,
2718,3,0,,,
2719,2,0,,,
2720,3,0,,,
2721,2,0,,,
2722,1,0,,,
2723,3,0,,,
2724,4,0,,,
2725,2,1,0.0,,
2726,2,0,,,
2727,1,0,,,
2728,3,0,,,
2729,1,0,,,
2730,1,0,,,1
2731,2,0,,,1 2
2732,3,0,,,
2733,3,1,0.0,,1 7
2734,2,1,0.0,,1 2
2735,1,1,0.0,,
2736,2,1,0.0,,9
2737,1,1,1.0,1.0,
2738,2,0,,,
2739,3,0,,,
2740,3,0,,,
2741,3,0,,,
2742,3,1,0.0,,
2743,2,0,,,
2744,2,1,0.0,,
2745,2,0,,,
2746,3,0,,,
2747,3,0,,,
2748,3,1,0.0,,
2749,3,0,,,
2750,2,0,,,
2751,2,0,,,
2752,3,0,,,
2753,3,1,0.0,,
2754,3,0,,,
2755,2,1,0.0,,
2756,2,1,0.0,,
2757,2,1,0.0,,
2758,2,0,,,
2759,2,1,0.0,,3 4 5
2760,1,0,,,7
2761,2,0,,,
2762,2,0,,,
2763,2,0,,,
2764,2,0,,,
2765,2,0,,,
2766,2,0,,,
2767,4,1,0.0,,4 3
2768,2,0,,,
2769,3,0,,,
2770,3,99,,,8
2771,3,0,,,
2772,4,0,,,
2773,2,0,,,
2774,1,1,0.0,,6
2775,2,0,,,
2776,2,0,,,
2777,2,0,,,
2778,2,0,,,
2779,99,0,,,
2780,2,0,,,
2781,3,0,,,
2782,2,0,,,
2783,2,0,,,
2784,3,0,,,
2785,1,1,0.0,,
2786,1,0,,,
2787,2,1,0.0,,
2788,2,1,1.0,0.0,1
2789,3,1,0.0,,
2790,2,1,0.0,,1
2791,1,1,0.0,,1
2792,2,1,0.0,,7 3
2793,3,0,,,
2794,1,0,,,
2795,2,0,,,
2796,1,0,,,
2797,1,1,0.0,,
2798,1,0,,,
2799,4,0,,,
2800,3,0,,,4 5
2801,2,1,0.0,,
2802,4,0,,,4 5
2803,4,0,,,
2804,2,1,0.0,,
2805,2,0,,,
2806,3,0,,,
2807,2,0,,,
2808,3,1,0.0,,5
2809,4,0,,,
2810,3,0,,,
2811,4,1,0.0,,1 7
2812,4,0,,,3 4
2813,4,1,0.0,,3
2814,3,1,0.0,,7
2815,2,0,,,
2816,3,1,0.0,,5
2817,3,1,0.0,,
2818,4,1,0.0,,8 1
2819,4,0,,,
2820,2,0,,,
2821,1,0,,,7
2822,3,0,,,
2823,3,0,,,
2824,3,1,0.0,,9
2825,2,1,0.0,,9
2826,3,0,,,7
2827,3,0,,,7
2828,2,0,,,
2829,3,0,,,
2830,2,0,,,
2831,3,0,,,
2832,2,0,,,
2833,3,1,0.0,,
2834,3,0,,,
2835,2,1,0.0,,
2836,2,1,0.0,,
2837,3,1,1.0,0.0,
2838,2,1,0.0,,1 2 3
2839,2,1,0.0,,3 4 7
2840,3,0,,,
2841,2,0,,,
2842,2,0,,,
2843,4,1,0.0,,4 3
2844,3,0,,,
2845,2,0,,,
2846,2,0,,,
2847,1,0,,,7
2848,2,0,,,9 4
2849,3,0,,,
2850,1,0,,,
2851,4,0,,,
2852,2,0,,,
2853,2,0,,,
2854,4,0,,,
2855,2,0,,,
2856,2,1,0.0,,4
2857,2,0,,,
2858,2,0,,,
2859,2,1,0.0,,3 4
2860,1,1,0.0,,
2861,4,0,,,2
2862,4,1,0.0,,
2863,3,0,,,
2864,2,0,,,
2865,3,0,,,
2866,1,1,0.0,,
2867,2,0,,,
2868,4,1,0.0,,5
2869,4,0,,,
2870,3,0,,,
2871,2,1,0.0,,
2872,3,1,0.0,,
2873,4,0,,,
2874,2,1,0.0,,
2875,4,1,1.0,0.0,5
2876,3,1,1.0,0.0,3 4 5
2877,2,1,0.0,,
2878,2,1,0.0,,2 3 6
2879,3,0,,,
2880,2,1,0.0,,1 2 4
2881,2,0,,,
2882,2,1,1.0,1.0,
2883,2,0,,,
2884,2,1,0.0,,3 5
2885,2,1,0.0,,
2886,4,0,,,
2887,99,1,0.0,,7
2888,2,1,0.0,,8
2889,4,1,0.0,,8
2890,4,1,0.0,,3
2891,4,1,0.0,,3
2892,2,1,0.0,,7
2893,3,1,99.0,,7
2894,2,1,0.0,,
2895,3,0,,,
2896,2,1,1.0,0.0,1 3
2897,4,1,0.0,,
2898,3,1,0.0,,2
2899,2,1,0.0,,9
2900,4,1,99.0,,4
2901,3,1,0.0,,4 3 8
2902,3,1,0.0,,4 3 7
2903,3,0,,,
2904,3,1,0.0,,
2905,2,1,0.0,,4 3 6
2906,4,0,,,
2907,3,1,0.0,,3 4 5
2908,3,1,0.0,,9
2909,2,1,0.0,,
2910,2,1,0.0,,3
2911,2,0,,,
2912,4,1,1.0,0.0,4 3
2913,3,1,0.0,,4 3
2914,4,1,1.0,0.0,
2915,4,1,0.0,,
2916,4,1,0.0,,
2917,2,1,0.0,,3 4
2918,3,1,0.0,,
2919,3,0,,,4 3
2920,4,1,0.0,,
2921,4,1,0.0,,3
2922,3,0,,,
2923,3,1,0.0,,7
2924,3,1,0.0,,3 6 7
2925,3,1,0.0,,4 5
2926,4,1,0.0,,4 5
2927,3,1,0.0,,3 4
2928,3,0,,,
2929,2,1,0.0,,
2930,4,0,,,
2931,2,0,,,
2932,2,0,,,
2933,99,0,,,
2934,4,0,,,
2935,3,0,,,
2936,3,1,0.0,,
2937,3,1,0.0,,3 4 6
2938,2,0,,,
2939,3,0,,,
2940,3,0,,,
2941,2,0,,,
2942,4,0,,,
2943,3,1,0.0,,
2944,2,0,,,
2945,3,1,0.0,,4 9
2946,2,0,,,4 9
2947,4,1,0.0,,
2948,2,0,,,
2949,2,0,,,
2950,2,0,,,
2951,1,0,,,
2952,2,1,0.0,,
2953,4,0,,,3 4 7
2954,3,0,,,
2955,4,0,,,
2956,2,1,0.0,,
2957,4,1,0.0,,
2958,3,0,,,
2959,2,1,0.0,,
2960,2,1,0.0,,3
2961,3,1,0.0,,
2962,2,1,0.0,,
2963,3,0,,,
2964,4,0,,,
2965,3,1,0.0,,
2966,4,0,,,
2967,4,0,,,8
2968,2,0,,,
2969,1,0,,,
2970,2,0,,,
2971,3,0,,,3 4
2972,2,1,0.0,,
2973,2,1,1.0,1.0,
2974,2,0,,,
2975,3,0,,,
2976,2,0,,,
2977,1,1,0.0,,
2978,3,0,,,
2979,3,0,,,
2980,4,1,0.0,,
2981,4,1,0.0,,3
2982,2,1,0.0,,
2983,4,1,1.0,1.0,7
2984,3,1,1.0,0.0,
2985,99,1,1.0,0.0,
2986,3,0,,,
2987,4,0,,,
2988,2,0,,,
2989,2,0,,,3
2990,3,0,,,
2991,3,0,,,9
2992,3,1,0.0,,9
2993,1,1,1.0,1.0,4
2994,2,1,0.0,,
2995,2,1,1.0,0.0,7 3
2996,3,0,,,
2997,3,0,,,
2998,2,1,1.0,0.0,7
2999,1,1,0.0,,1
3000,4,1,1.0,1.0,
3001,2,0,,,
3002,2,1,0.0,,
3003,3,1,0.0,,
3004,2,1,0.0,,
3005,2,0,,,
3006,2,1,1.0,0.0,
3007,4,1,1.0,1.0,
3008,2,0,,,
3009,2,1,0.0,,
3010,1,1,0.0,,
3011,2,1,0.0,,8
3012,2,1,0.0,,
3013,3,1,0.0,,
3014,3,0,,,
3015,3,1,0.0,,
3016,4,1,1.0,0.0,
3017,2,1,1.0,0.0,
3018,2,1,0.0,,8
3019,1,0,,,8
3020,3,1,0.0,,99
3021,2,0,,,99 1 2
3022,4,0,,,
3023,1,0,,,
3024,2,1,0.0,,
3025,2,1,0.0,,5
3026,2,1,0.0,,5
3027,2,1,0.0,,
3028,2,1,0.0,,
3029,2,1,0.0,,
3030,1,0,,,
3031,1,0,,,
3032,2,0,,,
3033,2,0,,,
3034,2,1,0.0,,9
3035,2,1,1.0,0.0,2
3036,3,1,1.0,0.0,
3037,4,1,1.0,0.0,7
3038,2,0,,,
3039,2,1,0.0,,
3040,1,0,,,
3041,4,1,0.0,,
3042,3,0,,,3 7 6
3043,4,0,,,
3044,2,1,0.0,,
3045,2,0,,,
3046,3,1,0.0,,
3047,2,1,0.0,,3
3048,2,0,,,9 3
3049,3,0,,,
3050,3,1,0.0,,
3051,1,1,0.0,,3
3052,4,0,,,
3053,4,0,,,
3054,2,1,0.0,,
3055,2,0,,,
3056,3,1,0.0,,1 3
3057,3,0,,,
3058,2,1,0.0,,6
3059,2,0,,,
3060,2,0,,,
3061,3,0,,,
3062,2,0,,,
3063,2,0,,,
3064,2,1,0.0,,
3065,3,1,0.0,,
3066,2,1,0.0,,
3067,3,1,0.0,,
3068,3,1,1.0,0.0,
3069,3,0,,,
3070,4,1,0.0,,
3071,3,99,,,
3072,1,1,0.0,,
3073,1,0,,,
3074,2,99,,,
3075,2,1,1.0,1.0,
3076,2,1,1.0,1.0,
3077,2,0,,,
3078,1,0,,,
3079,1,1,0.0,,
3080,1,1,0.0,,
3081,2,0,,,
3082,1,0,,,
3083,2,0,,,
3084,1,1,0.0,,
3085,2,0,,,
3086,1,0,,,
3087,2,1,0.0,,
3088,1,0,,,
3089,1,1,0.0,,9
3090,1,0,,,
3091,2,0,,,
3092,2,1,0.0,,
3093,2,0,,,
3094,2,0,,,
3095,2,0,,,
3096,2,1,0.0,,
3097,3,1,0.0,,
3098,2,0,,,
3099,3,1,0.0,,
3100,3,0,,,
3101,2,1,0.0,,
3102,2,0,,,
3103,2,0,,,
3104,1,1,0.0,,
3105,1,1,0.0,,
3106,1,0,,,
3107,1,0,,,
3108,2,0,,,
3109,3,0,,,
3110,2,0,,,
3111,3,0,,,
3112,3,0,,,
3113,2,0,,,
3114,1,0,,,
3115,1,0,,,
3116,1,0,,,
3117,1,0,,,
3118,1,0,,,
3119,2,0,,,
3120,2,0,,,
3121,2,0,,,
3122,2,0,,,
3123,2,1,0.0,,
3124,2,1,1.0,1.0,
3125,2,0,,,
3126,1,1,1.0,1.0,
3127,1,0,,,
3128,2,0,,,
3129,2,1,0.0,,
3130,2,1,1.0,1.0,1
3131,1,1,1.0,0.0,3 1
3132,2,0,,,
3133,2,0,,,
3134,2,0,,,9
3135,4,1,0.0,,
3136,2,1,0.0,,7
3137,2,0,,,
3138,2,0,,,
3139,4,0,,,
3140,2,0,,,
3141,2,0,,,
3142,1,0,,,
3143,1,0,,,
3144,1,0,,,
3145,4,0,,,
3146,1,0,,,
3147,1,0,,,
3148,1,1,0.0,,3 1 7
3149,2,0,,,
3150,4,1,1.0,1.0,
3151,4,0,,,
3152,3,0,,,4
3153,3,0,,,7 1
3154,1,0,,,
3155,4,1,0.0,,1 7
3156,4,1,0.0,,
3157,4,1,0.0,,6
3158,4,1,1.0,0.0,
3159,2,1,0.0,,
3160,3,1,0.0,,
3161,2,1,0.0,,
3162,2,1,0.0,,
3163,2,1,0.0,,
3164,2,0,,,1 7 3
3165,3,1,0.0,,
3166,3,0,,,7
3167,2,0,,,
3168,2,1,1.0,1.0,
3169,2,0,,,
3170,2,99,,,
3171,2,0,,,
3172,2,0,,,
3173,2,1,1.0,1.0,
3174,2,0,,,
3175,3,0,,,
3176,3,1,0.0,,1 6
3177,4,1,0.0,,1 2
3178,2,0,,,
3179,3,0,,,
3180,2,1,1.0,1.0,3 6
3181,3,0,,,
3182,2,1,1.0,0.0,
3183,3,1,0.0,,
3184,2,1,0.0,,
3185,2,0,,,7
3186,4,0,,,
3187,3,0,,,
3188,3,0,,,
3189,2,1,0.0,,
3190,3,0,,,
3191,4,0,,,
3192,2,0,,,
3193,1,99,,,
3194,2,1,0.0,,
3195,1,1,1.0,0.0,9
3196,1,1,0.0,,
3197,2,1,0.0,,
3198,2,1,0.0,,7
3199,2,1,1.0,1.0,
3200,1,1,0.0,,
3201,2,1,0.0,,
3202,2,0,,,
3203,4,0,,,
3204,3,0,,,
3205,4,0,,,
3206,1,1,0.0,,5 4
3207,1,0,,,
3208,1,0,,,6 8
3209,2,1,0.0,,
3210,3,0,,,
3211,4,1,0.0,,3
3212,2,0,,,
3213,4,1,1.0,0.0,
3214,3,0,,,
3215,2,1,0.0,,9 3
3216,3,1,0.0,,
3217,3,1,0.0,,1
3218,2,0,,,
3219,2,1,0.0,,
3220,2,0,,,
3221,3,1,0.0,,
3222,2,0,,,2 3 4
3223,3,1,0.0,,
3224,3,1,0.0,,
3225,3,1,0.0,,
3226,3,1,1.0,0.0,
3227,3,1,0.0,,
3228,3,1,0.0,,3
3229,2,0,,,
3230,3,0,,,5 4 7
3231,2,1,1.0,1.0,
3232,2,1,0.0,,3 4 5
3233,4,1,0.0,,3 4
3234,2,0,,,
3235,4,1,0.0,,
3236,1,0,,,9 1
3237,2,1,0.0,,3 4 5
3238,2,1,1.0,1.0,
3239,3,1,0.0,,3
3240,3,0,,,4
3241,2,0,,,
3242,2,0,,,
3243,2,0,,,
3244,3,0,,,4 5
3245,4,1,0.0,,2
3246,2,1,0.0,,
3247,4,1,0.0,,3 5
3248,2,1,0.0,,3
3249,2,1,0.0,,6
3250,2,1,0.0,,
3251,2,1,0.0,,
3252,2,0,,,
3253,2,0,,,
3254,2,1,0.0,,2 3 4
3255,2,1,0.0,,
3256,3,1,1.0,1.0,
3257,3,0,,,1 4
3258,2,0,,,1
3259,3,1,0.0,,1 3 7
3260,3,1,1.0,0.0,
3261,3,0,,,
3262,4,0,,,4 3 5
3263,3,0,,,
3264,4,0,,,3 4 5
3265,3,1,0.0,,4 6
3266,3,1,1.0,0.0,2 5
3267,4,1,0.0,,
3268,1,1,0.0,,
3269,2,1,0.0,,99 6
3270,2,1,0.0,,8
3271,2,1,0.0,,5
3272,2,1,0.0,,
3273,2,1,0.0,,2 4 5
3274,3,1,0.0,,
3275,3,1,0.0,,2 4
3276,2,1,0.0,,7
3277,2,1,0.0,,
3278,1,0,,,9
3279,2,0,,,
3280,2,0,,,9
3281,2,1,0.0,,
3282,2,1,1.0,0.0,5
3283,2,0,,,
3284,3,1,0.0,,
3285,2,1,0.0,,
3286,4,1,0.0,,
3287,4,1,1.0,0.0,
3288,3,0,,,
3289,3,0,,,
3290,2,1,0.0,,3 7
3291,4,1,0.0,,7
3292,3,1,0.0,,7 3
3293,4,0,,,
3294,2,0,,,
3295,3,1,0.0,,
3296,2,0,,,
3297,4,0,,,
3298,2,1,0.0,,9
3299,4,1,0.0,,3 8
3300,1,1,0.0,,
3301,2,1,1.0,0.0,3 5
3302,3,1,0.0,,5
3303,4,1,0.0,,
3304,3,0,,,
3305,3,0,,,
3306,3,1,0.0,,3 2
3307,2,1,0.0,,2
3308,2,1,0.0,,1
3309,2,1,0.0,,1
3310,2,1,0.0,,2
3311,2,1,0.0,,2
3312,2,1,0.0,,2
3313,2,1,1.0,0.0,7 3 2
3314,2,1,0.0,,
3315,2,1,0.0,,1 3 5
3316,4,0,,,
3317,3,0,,,
3318,4,1,1.0,0.0,
3319,2,1,0.0,,
3320,1,0,,,
3321,2,0,,,
3322,3,1,0.0,,
3323,3,0,,,
3324,4,0,,,1 3 7
3325,4,1,1.0,0.0,
3326,2,0,,,
3327,1,0,,,
3328,2,1,0.0,,
3329,1,0,,,
3330,2,1,0.0,,3 4
3331,3,0,,,3
3332,3,1,0.0,,3
3333,3,1,0.0,,
3334,2,1,0.0,,6
3335,4,0,,,
3336,3,0,,,
3337,3,0,,,
3338,3,1,1.0,0.0,
3339,4,99,,,6
3340,3,0,,,
3341,1,0,,,
3342,2,1,1.0,0.0,
3343,3,1,0.0,,1
3344,1,0,,,
3345,3,1,0.0,,1
3346,2,0,,,
3347,1,1,0.0,,1
3348,3,0,,,
3349,2,0,,,
3350,2,0,,,
3351,2,0,,,
3352,2,1,0.0,,
3353,2,0,,,
3354,3,1,0.0,,
3355,1,1,1.0,1.0,
3356,1,0,,,
3357,1,0,,,
3358,1,0,,,
3359,1,0,,,
3360,1,0,,,
3361,1,0,,,
3362,2,0,,,
3363,2,0,,,
3364,2,1,0.0,,
3365,2,0,,,
3366,2,0,,,
3367,2,0,,,
3368,3,0,,,
3369,2,0,,,
3370,4,1,0.0,,4
3371,2,0,,,
3372,1,1,0.0,,
3373,3,0,,,
3374,3,1,0.0,,4
3375,2,0,,,
3376,2,0,,,
3377,1,0,,,
3378,1,0,,,
3379,3,0,,,
3380,1,0,,,
3381,1,0,,,
3382,1,0,,,
3383,2,1,1.0,0.0,
3384,2,1,1.0,1.0,
3385,2,1,0.0,,1 3
3386,3,0,,,
3387,3,1,0.0,,1
3388,1,1,0.0,,1
3389,3,1,0.0,,
3390,3,1,0.0,,
3391,2,0,,,
3392,2,0,,,
3393,2,0,,,
3394,2,1,0.0,,1 3 4
3395,2,0,,,
3396,2,0,,,
3397,1,0,,,
3398,2,0,,,
3399,2,0,,,
3400,2,0,,,
3401,2,1,0.0,,1 3
3402,2,0,,,
3403,2,0,,,
3404,2,0,,,
3405,2,1,0.0,,
3406,3,1,0.0,,
3407,4,1,0.0,,
3408,3,0,,,
3409,2,0,,,
3410,2,0,,,
3411,3,1,0.0,,
3412,2,0,,,
3413,2,1,0.0,,
3414,2,0,,,
3415,2,0,,,1
3416,1,0,,,
3417,2,0,,,
3418,2,99,,,
3419,2,0,,,
3420,2,0,,,
3421,3,1,0.0,,
3422,2,0,,,
3423,2,0,,,
3424,2,0,,,
3425,2,1,1.0,0.0,
3426,2,0,,,
3427,2,1,0.0,,3 1 7
3428,2,0,,,
3429,4,1,0.0,,
3430,2,0,,,
3431,2,0,,,
3432,4,1,0.0,,
3433,2,99,,,
3434,4,1,0.0,,4
3435,4,0,,,
3436,2,1,0.0,,
3437,2,0,,,
3438,1,0,,,
3439,2,0,,,
3440,2,1,0.0,,
3441,2,1,0.0,,1 7
3442,1,0,,,
3443,1,0,,,
3444,2,0,,,
3445,2,0,,,
3446,1,99,,,
3447,2,1,0.0,,
3448,2,0,,,
3449,3,0,,,
3450,3,0,,,
3451,3,0,,,
3452,3,0,,,
3453,2,0,,,
3454,3,0,,,
3455,2,0,,,
3456,3,1,0.0,,
3457,3,0,,,
3458,2,0,,,
3459,2,0,,,
3460,2,0,,,3
3461,2,0,,,
3462,2,0,,,7
3463,1,1,0.0,,
3464,1,1,0.0,,
3465,2,1,1.0,0.0,
3466,1,1,0.0,,
3467,2,1,0.0,,9
3468,1,1,1.0,1.0,
3469,2,0,,,
3470,2,1,0.0,,1 6
3471,2,1,0.0,,7
3472,3,1,0.0,,6
3473,3,0,,,9 4 6
3474,3,1,0.0,,
3475,3,1,0.0,,4 7
3476,2,1,0.0,,
3477,2,0,,,
3478,3,1,0.0,,
3479,1,1,0.0,,
3480,3,1,0.0,,7
3481,3,1,0.0,,
3482,1,0,,,
3483,2,0,,,7
3484,2,0,,,
3485,2,1,0.0,,3
3486,2,0,,,
3487,2,0,,,
3488,2,1,0.0,,
3489,2,0,,,
3490,3,0,,,
3491,2,0,,,
3492,2,0,,,
3493,2,1,0.0,,
3494,2,1,0.0,,2 3 4
3495,2,0,,,
3496,4,1,0.0,,
3497,2,0,,,
3498,4,1,0.0,,
3499,1,1,0.0,,
3500,1,0,,,
3501,3,0,,,
3502,2,1,1.0,1.0,
3503,4,1,0.0,,3
3504,2,0,,,
3505,99,0,,,7 9
3506,2,0,,,4
3507,3,0,,,
3508,2,1,0.0,,3
3509,2,0,,,5 1
3510,1,1,0.0,,
3511,3,1,0.0,,4
3512,2,1,0.0,,1
3513,1,0,,,
3514,2,0,,,
3515,2,1,0.0,,1
3516,3,0,,,
3517,1,1,0.0,,
3518,3,0,,,8 3
3519,1,1,1.0,1.0,
3520,99,1,0.0,,
3521,3,1,0.0,,
3522,2,0,,,
3523,2,0,,,3 4 5
3524,4,1,0.0,,4 3
3525,4,1,0.0,,4 3
3526,4,1,0.0,,
3527,1,0,,,4 3
3528,2,1,0.0,,1 2
3529,4,1,0.0,,4 3
3530,4,1,0.0,,
3531,4,1,0.0,,
3532,4,0,,,
3533,4,1,0.0,,
3534,2,1,0.0,,
3535,4,1,0.0,,
3536,2,1,0.0,,3 4 7
3537,2,0,,,
3538,2,1,0.0,,
3539,2,0,,,8 7
3540,3,1,0.0,,7 9
3541,2,1,0.0,,
3542,1,0,,,7
3543,1,0,,,
3544,4,1,0.0,,
3545,3,1,0.0,,7 8
3546,2,1,0.0,,
3547,2,1,1.0,0.0,3 4
3548,1,1,0.0,,
3549,1,0,,,
3550,3,1,0.0,,
3551,2,0,,,5
3552,2,1,0.0,,3 4 8
3553,2,1,0.0,,5 7
3554,3,0,,,3
3555,3,0,,,
3556,2,0,,,
3557,2,1,0.0,,
3558,2,0,,,
3559,2,0,,,
3560,2,1,0.0,,3
3561,2,0,,,
3562,2,0,,,
